"","half_of_time_with_data","uses_biodiversity_data","produces_biodiversity_data","manages_biodiversity_data","EOVs","EBVs","emodnet","obis","gbif","national_repos","project_repos","geological","biological","socioeconomic","acoustic","fishery","satellite","pollution","physical","chemical","numeric","visual","reporting","spatial_planning","eia","conservation","policy_eval","policymaking","scientific_research","communication","education","decision_making","protected_area_mgmt","indicator_dev","product_dev","maps","scenarios","models","graphs","tools_integrate_data","other","access","data_gettinghold","technical","data_timing","data_cost","data_consistency","lack_metadata","data_interoperable","data_interpretation","affiliation","area_of_work","region","ecosystem","marine_ecosystem","freshwater_ecosystem","coastal_ecosystem","encourage_data_use","data_literacy_binary"
"375",1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,"Other","Academia, research and education","Western Europe","Freshwater,Terrestrial",0,1,0,1,0
"376",1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,"Nongovernmental organization (NGO)","Academia, research and education","Southern Europe","Terrestrial",0,0,0,1,1
"377",1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Southern Europe","Marine",1,0,0,1,1
"378",1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,"Other","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,0
"379",1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,"Other academic research institution","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,1
"380",2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,"Business and Industry","Other","Western Europe","Terrestrial",0,0,0,1,1
"381",1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,"University","Academia, research and education","Western Europe","Freshwater",0,1,0,0,0
"382",2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,"University","Academia, research and education","Southern Europe","Coastal,Terrestrial",0,0,1,1,1
"383",1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"Other","Academia, research and education","Northern Europe","Terrestrial",0,0,0,1,1
"384",1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,"Local or regional governmental institution","Conservation and environmental management","Southern Europe","Terrestrial",0,0,0,1,0
"385",1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,"University","Academia, research and education","Southern Europe","Freshwater,Terrestrial",0,1,0,1,0
"386",1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,"University","Academia, research and education","Southern Europe","Terrestrial",0,0,0,0,1
"387",2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,"University","Academia, research and education","Other","Coastal,Freshwater,Terrestrial",0,1,1,1,0
"388",1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,"National governmental institution","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,1
"389",2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,"National governmental institution","Academia, research and education","Western Europe","Freshwater,Terrestrial",0,1,0,0,1
"390",1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,"National governmental institution","Academia, research and education","Western Europe","Marine",1,0,0,1,0
"391",1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,"National governmental institution","Conservation and environmental management","Western Europe","Terrestrial",0,0,0,1,1
"392",1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,"Nongovernmental organization (NGO)","Conservation and environmental management","Southern Europe","Marine",1,0,0,1,1
"393",1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,"National governmental institution","Academia, research and education","Other","Terrestrial",0,0,0,1,0
"394",1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Conservation and environmental management","Western Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"395",1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,"National governmental institution","Conservation and environmental management","Northern Europe","Marine,Coastal",1,0,1,1,1
"396",1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,"Business and Industry","Other","Southern Europe","Marine,Coastal",1,0,1,0,0
"397",2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,"Business and Industry","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,1
"398",1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,"Other academic research institution","Conservation and environmental management","Western Europe","Freshwater,Terrestrial",0,1,0,1,1
"399",2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,2,"University","Data management","Southern Europe","Freshwater,Terrestrial",0,1,0,1,1
"400",2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,"University","Academia, research and education","Western Europe","Coastal",0,0,1,1,1
"401",2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,"University","Academia, research and education","Asia","Marine,Coastal,Freshwater",1,1,1,0,1
"402",1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Western Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,0,0
"403",1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,"Nongovernmental organization (NGO)","Management and administration","Western Europe","Freshwater,Terrestrial",0,1,0,0,0
"404",1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,"University","Academia, research and education","Western Europe","Marine,Coastal,Freshwater,Terrestrial",1,1,1,0,0
"405",1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,"International organization","Public engagement","Other","Freshwater",0,1,0,1,0
"406",1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,"Business and Industry","Conservation and environmental management","Western Europe","Marine,Coastal,Freshwater",1,1,1,1,1
"407",1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,"National governmental institution","Academia, research and education","Latin America & Caribbean","Marine,Coastal",1,0,1,1,0
"408",1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,"Business and Industry","Conservation and environmental management","Northern Europe","Marine,Coastal,Terrestrial",1,0,1,1,0
"409",1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Other","Conservation and environmental management","Western Europe","Terrestrial",0,0,0,0,1
"410",1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,"Local or regional governmental institution","Law, policy and decision-making","Western Europe","Terrestrial",0,0,0,1,0
"411",1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,"Other academic research institution","Academia, research and education","Other","Marine,Coastal,Freshwater",1,1,1,1,1
"412",1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nongovernmental organization (NGO)","Law, policy and decision-making","Western Europe","Marine,Coastal",1,0,1,1,0
"413",1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,"University","Academia, research and education","Other","Marine,Coastal,Freshwater",1,1,1,1,0
"414",1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,"University","Academia, research and education","Other","Marine,Coastal",1,0,1,1,0
"415",1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,"University","Academia, research and education","Other","Marine",1,0,0,1,0
"416",1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Other","Law, policy and decision-making","Western Europe","Freshwater,Terrestrial",0,1,0,1,0
"417",1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,"Local association","Law, policy and decision-making","Southern Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"418",1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,"Business and Industry","Law, policy and decision-making","Western Europe","Marine,Coastal,Freshwater",1,1,1,1,0
"419",1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,"University","Academia, research and education","Western Europe","Terrestrial",0,0,0,1,0
"420",1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,"Other","Conservation and environmental management","Western Europe","Terrestrial",0,0,0,1,1
